,index,dissatisfaction_reason,Quarter,Submitted date,"What was the main purpose of your visit today? Please choose one option only. The list represents broad categories, and you may be asked to further specify the main reason why you visited today.",Approximately how often do you visit My Account?,Overall how satisfied were you with today's experience?,Which option did you choose to login to My Account?,Did/do you need to call the CRA to complete your visit/transaction today?,Are you:,I live in...,What is the highest level of education you have completed?,Would you be willing to indicate in which of the following age categories you belong?,What language do you speak most often at home?,Which of the following categories best describes your current employment status?,"Which of the following categories best represents your most recent annual household income, before taxes?",Are you an Aboriginal person?,Are you a person with a disability?,Are you a member of a visible minority group?,From what type of device did you access My Account today?,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Second_Topic,Third_Topic
1099,18429,There should be more information provided when your taxes are being reassessed - regular updates on the progress as well as when a person can expect to received a response from the CRA on your return.,Q1,5/30/2018,Tax returns,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Female,Alberta,Some university,50 to 54,English,"Unemployed, but looking for work",Prefer not to say,No,,No,Prefer not to say,3.0,0.24040000140666962,"time, available, reassessment, login, never, option, service, take, long, taxis","['information', 'provide', 'taxis', 'pass', 'regular', 'update', 'progress', 'person', 'expect', 'receive', 'response', 'return']",8.0,3.0
1100,18454,My password was in code - needed to see what it is!!!!!,Q1,5/30/2018,Online mail,Once or twice per year,Somewhat dissatisfied,,No,Female,Ontario,Some university,65 or older,English,Retired,"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,4.0,0.28130000829696655,"find, tax, receive, return, mail, say, need, log, year, process","['password', 'code', 'need']",5.0,0.0
1101,18472,"I could not find what i was looking for, found it on another site",Q1,5/31/2018,Benefits and tax credits information,Once or twice per year,Somewhat dissatisfied,,No,Female,Saskatchewan,College/vocational/technical school,18 to 34,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,No,Desktop or laptop computer,4.0,0.42500001192092896,"find, tax, receive, return, mail, say, need, log, year, process","['find', 'look', 'find', 'site']",6.0,0.0
1102,18502,I sent in my documents 4 months ago for re-assesment!!!!! still not completed. If this was a private company everyone would be fired already for incompetence,Q1,5/31/2018,Tax returns,Once per month or more,Very dissatisfied,,Prefer not to say,Male,Ontario,Prefer not to say,Prefer not to say,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,1.0,0.2939999997615814,"change, try, date, online, month, document, send, submit, credit, file","['send', 'document', 'months_ago', 'assessment', 'complete', 'private', 'company', 'fire', 'incompetence']",6.0,10.0
1103,18538,My amount owing was not current i.e. tax paid 2 months ago does not show in account statement,Q1,5/31/2018,Accounts and payments,Once per month or more,Very dissatisfied,,Yes,Male,Ontario,Post-graduate degree,35 to 49,Prefer not to say,Working full-time (35+ hours per week),"$100,000 to under $120,000",Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,5.0,0.2655999958515167,"account, access, instalment, error, statement, view, user, address, easy, phone","['owe', 'current', 'tax', 'pay', 'months_ago', 'account', 'statement']",0.0,8.0
1104,18539,I submitted a changes for reassessment it has been 5 months and nothing has been re assessed yet,Q1,5/31/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Male,British Columbia,Post-graduate degree,55 to 64,English,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,1.0,0.520799994468689,"change, try, date, online, month, document, send, submit, credit, file","['submit', 'change', 'reassessment', 'month', 'ask']",3.0,5.0
1105,18543,Return still not processed,Q1,5/31/2018,Tax returns,Once every 2 to 3 months,Somewhat dissatisfied,,No,Female,Alberta,High school graduate,50 to 54,English,Working full-time (35+ hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,4.0,0.708299994468689,"find, tax, receive, return, mail, say, need, log, year, process","['return', 'process']",5.0,0.0
1106,18562,"Timeframe of my return being ""In Process"" seems overly longer than it should have been.",Q1,5/31/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Male,Ontario,High school graduate,18 to 34,English,Working part-time (less than 35 hours per week),"$40,000 to under $60,000",No,No,No,Desktop or laptop computer,4.0,0.48410001397132874,"find, tax, receive, return, mail, say, need, log, year, process","['timeshare', 'return', 'process', 'overly', 'longer']",3.0,5.0
1107,18564,I received an e-mail from CRA advising me that I had mail.  When I logged into the system I was taken to a personal information section.  I was unable to access my mail .  I had to relog into the syst,Q1,5/31/2018,Online mail,Once every 2 to 3 months,Somewhat dissatisfied,,No,Male,Alberta,Post-graduate degree,65 or older,English,Retired,Prefer not to say,No,No,No,Desktop or laptop computer,4.0,0.43619999289512634,"find, tax, receive, return, mail, say, need, log, year, process","['receive', 'mail', 'advise', 'mail', 'log', 'system', 'take', 'personal', 'information', 'section', 'unable', 'access', 'mail', 'syst']",10.0,6.0
1108,18606,The site is not very intuitive. Just have one login page when you enter. the CRA login vs the other login - language is not clear. The response time is extremely slow when moving from screen to screen,Q1,5/31/2018,Tax returns,Once or twice per year,Somewhat dissatisfied,,No,Female,Ontario,University graduate,50 to 54,English,Working full-time (35+ hours per week),"$100,000 to under $120,000",No,No,Yes,Desktop or laptop computer,5.0,0.25200000405311584,"account, access, instalment, error, statement, view, user, address, easy, phone","['site', 'intuitive', 'login', 'page', 'enter', 'login', 'login', 'language', 'clear', 'response', 'time', 'extremely', 'slow', 'move', 'screen', 'screen']",5.0,6.0
1109,18609,I wanted to set up an alert for my next tax installment payment and was not able.  I wanted to set up direct deposit for future refunds and was not able to complete online.  Need to mail form.,Q1,5/31/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,Yes,Female,Alberta,High school graduate,55 to 64,English,Working full-time (35+ hours per week),"$120,000 and over",No,No,No,Desktop or laptop computer,4.0,0.26980000734329224,"find, tax, receive, return, mail, say, need, log, year, process","['want', 'set', 'alert', 'tax', 'instalment', 'payment', 'able', 'want', 'set', 'direct_deposit', 'future', 'refund', 'able', 'complete', 'online', 'need', 'mail', 'form']",5.0,8.0
1110,18627,"Car is very slow to process tax returns once they receive them. They want you to Netfile, and it still takes 12 weeks and longer to process",Q1,6/1/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,55 to 64,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Smartphone,4.0,0.49540001153945923,"find, tax, receive, return, mail, say, need, log, year, process","['car', 'slow', 'process', 'tax', 'return', 'receive', 'want', 'netflix', 'take', 'week', 'longer', 'process']",3.0,8.0
1111,18632,Been waiting over 6 months for a few tax adjustements,Q1,6/1/2018,Tax returns,Once per month or more,Very dissatisfied,,No,Female,New Brunswick,High school graduate,35 to 49,French,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,1.0,0.42489999532699585,"change, try, date, online, month, document, send, submit, credit, file","['wait', 'month', 'tax', 'adjustment']",8.0,3.0
1112,18640,I liked the way the old benefits/credits were listed before.,Q1,6/1/2018,Benefits and tax credits information,Once per month or more,Somewhat dissatisfied,,No,Female,Ontario,Some university,35 to 49,English,"Unemployed, but looking for work","$20,000 to under $40,000",Yes,No,No,Smartphone,1.0,0.4259999990463257,"change, try, date, online, month, document, send, submit, credit, file","['like', 'way', 'old', 'benefits_credit', 'list']",0.0,3.0
1113,18651,Taking too long to review the additional information I submitted to recalculate my tax benefits.  Been a month,Q1,6/1/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,35 to 49,English,"Unemployed, but looking for work","$40,000 to under $60,000",No,No,No,Desktop or laptop computer,1.0,0.45840001106262207,"change, try, date, online, month, document, send, submit, credit, file","['taking_long', 'review', 'additional', 'information', 'submit', 'recalculate', 'tax', 'benefit', 'month']",3.0,8.0
1114,18660,"the login process seems to be a bit disorganized. What was scary is that I tried to login using third party, I got an error.Then I tried again and w/o questions I WAS ALREADY LOGGED IN! security hole?",Q1,6/1/2018,Other,Once or twice per year,Somewhat dissatisfied,,No,Male,Ontario,University graduate,35 to 49,Other,Self-employed,Prefer not to say,No,No,No,Desktop or laptop computer,3.0,0.23489999771118164,"time, available, reassessment, login, never, option, service, take, long, taxis","['login', 'process', 'bit', 'disorganize', 'scary', 'try', 'login', 'party', 'get', 'error', 'try', 'question', 'log', 'security', 'hole']",3.0,10.0
1115,18702,Same message for past two months even though things have changed and updates should be posted,Q1,6/1/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,No,Female,Saskatchewan,University graduate,55 to 64,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,0.0,0.5156000256538391,"update, able, email, check, answer, ask, know, understand, message, like","['message', 'past', 'month', 'thing', 'change', 'update', 'post']",0.0,5.0
1116,18707,Unable to unlock my refund and customer service rep at 1-800 # was very rude.,Q1,6/1/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Male,British Columbia,Post-graduate degree,50 to 54,English,Working part-time (less than 35 hours per week),"$100,000 to under $120,000",Prefer not to say,Prefer not to say,Prefer not to say,Desktop or laptop computer,2.0,0.45419999957084656,"want, site, help, letter, agent, line, difficult, response, make, direct","['unable', 'unlock', 'refund', 'customer_service', 'rep', 'rude']",5.0,1.0
1117,18714,i filed my taxes more than 14 weeks now and still no update this is frustrating because i worked hard for my money and honest and it was easy to come out of my paycheck biweekly but hard to refund,Q1,6/1/2018,Tax returns,Once per month or more,Very dissatisfied,,Yes,Female,Ontario,College/vocational/technical school,35 to 49,English,Working full-time (35+ hours per week),"$20,000 to under $40,000",No,No,Yes,Desktop or laptop computer,1.0,0.2944999933242798,"change, try, date, online, month, document, send, submit, credit, file","['file', 'taxis', 'week', 'update', 'frustrating', 'work', 'hard', 'money', 'honest', 'easy', 'come', 'paycheck', 'biweekly', 'hard', 'refund']",3.0,5.0
1118,18735,Information was not up to date and some information was not available yet even though transactions were posted more than 2 weeks ago.,Q1,6/1/2018,Accounts and payments,Once every 2 to 3 months,Somewhat dissatisfied,,No,Female,British Columbia,Post-graduate degree,35 to 49,English,Self-employed,Prefer not to say,No,No,No,Desktop or laptop computer,6.0,0.3905999958515167,"information, payment, pay, look, wait, tell, get, balance, owe, show","['information', 'date', 'information', 'available', 'transaction', 'post', 'weeks_ago']",8.0,0.0
1119,18741,I was unable to satisfy the requirements of this system by providing the exact same information I previously submitted. My account number was submitted exactly the way it was recorded but rejected.,Q1,6/1/2018,Tax returns,This was my first visit,Very dissatisfied,CRA user ID and password,Yes,Female,Manitoba,College/vocational/technical school,50 to 54,English,Working full-time (35+ hours per week),Prefer not to say,No,No,No,Desktop or laptop computer,1.0,0.46860000491142273,"change, try, date, online, month, document, send, submit, credit, file","['unable', 'satisfy', 'requirement', 'system', 'provide', 'exact', 'information', 'previously', 'submit', 'account', 'number', 'submit', 'exactly', 'way', 'record', 'reject']",3.0,0.0
1120,18749,Still waiting for CRA to review (own me money),Q1,6/1/2018,Tax returns,Once per month or more,Somewhat dissatisfied,,Yes,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,6.0,0.28130000829696655,"information, payment, pay, look, wait, tell, get, balance, owe, show","['wait', 'review', 'money']",8.0,0.0
1121,18764,"I am very happy that there is a website with online services, but the website is slow. Maybe this is nothing to do with the website itself, but CRA has messed up my every single tax filing",Q1,6/2/2018,Benefits and tax credits information,Once per month or more,Very dissatisfied,,Yes,Male,Alberta,University graduate,18 to 34,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,1.0,0.39500001072883606,"change, try, date, online, month, document, send, submit, credit, file","['happy', 'website', 'online', 'service', 'website', 'slow', 'maybe', 'website', 'mess', 'single', 'tax', 'filing']",3.0,8.0
1122,18769,assessment for money needing to be returned not as fast as money needing to be paid!,Q1,6/2/2018,Accounts and payments,Prefer not to say,Somewhat dissatisfied,,Yes,Male,Alberta,College/vocational/technical school,18 to 34,English,Working full-time (35+ hours per week),"$60,000 to under $80,000",No,No,No,Desktop or laptop computer,4.0,0.4645000100135803,"find, tax, receive, return, mail, say, need, log, year, process","['assessment', 'money', 'need', 'return', 'fast', 'money', 'need', 'pay']",8.0,0.0
